Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-C,1750000,5000000,320,Quorum,Full,51.04,89352.81,11.29,18.59
workload-C,2000000,250000,32,Quorum,Full,585.52,366.64,12.39,18.17
workload-C,2000000,500000,32,Quorum,Full,619.62,766.78,11.73,17.86
workload-C,2000000,750000,32,Quorum,Full,607.75,1094.63,11.9,17.86
workload-C,2000000,1000000,32,Quorum,Full,606.24,1444.66,12.04,17.96
workload-C,2000000,1250000,32,Quorum,Full,564.67,1825.0,12.5,18.75
workload-C,2000000,1500000,32,Quorum,Full,600.18,2354.4,11.91,18.61
workload-C,2000000,1750000,32,Quorum,Full,621.68,2589.16,12.06,18.16
workload-C,2000000,2000000,32,Quorum,Full,614.73,3059.49,12.48,18.1
workload-C,2000000,2250000,32,Quorum,Full,580.79,3413.07,12.25,18.36
workload-C,2000000,2500000,32,Quorum,Full,581.77,3731.75,11.44,17.18
workload-C,2000000,2750000,32,Quorum,Full,606.65,3976.52,12.17,18.16
workload-C,2000000,3000000,32,Quorum,Full,599.91,4518.6,12.34,17.33
workload-C,2000000,3250000,32,Quorum,Full,620.87,4741.68,12.18,18.85
workload-C,2000000,3500000,32,Quorum,Full,581.43,5105.2,12.29,18.53
workload-C,2000000,3750000,32,Quorum,Full,583.19,5807.62,11.4,17.25
workload-C,2000000,4000000,32,Quorum,Full,584.85,5771.72,11.39,18.85
workload-C,2000000,4250000,32,Quorum,Full,616.54,6309.31,11.88,18.21
workload-C,2000000,4500000,32,Quorum,Full,568.54,7147.4,12.44,18.63
workload-C,2000000,4750000,32,Quorum,Full,583.82,7519.76,11.78,18.45
workload-C,2000000,5000000,32,Quorum,Full,568.36,7305.05,11.77,18.76
workload-C,2000000,250000,64,Quorum,Full,297.1,720.46,11.64,18.27
workload-C,2000000,500000,64,Quorum,Full,302.99,1511.1,12.01,17.14
workload-C,2000000,750000,64,Quorum,Full,288.34,2365.89,11.41,17.55
workload-C,2000000,1000000,64,Quorum,Full,287.03,3000.46,11.44,18.74
workload-C,2000000,1250000,64,Quorum,Full,287.96,3832.64,12.47,17.11
workload-C,2000000,1500000,64,Quorum,Full,289.29,4373.89,11.41,18.71
workload-C,2000000,1750000,64,Quorum,Full,301.06,5443.98,12.21,18.73
workload-C,2000000,2000000,64,Quorum,Full,287.45,5929.05,11.55,17.12
workload-C,2000000,2250000,64,Quorum,Full,287.72,6811.14,12.43,17.78
workload-C,2000000,2500000,64,Quorum,Full,285.82,7683.57,12.12,17.11
workload-C,2000000,2750000,64,Quorum,Full,294.74,8377.14,12.26,17.74
workload-C,2000000,3000000,64,Quorum,Full,298.92,9339.57,11.89,17.99
workload-C,2000000,3250000,64,Quorum,Full,285.41,10109.88,11.96,18.62
workload-C,2000000,3500000,64,Quorum,Full,296.6,11012.07,12.41,17.86
workload-C,2000000,3750000,64,Quorum,Full,305.43,11244.51,12.35,17.78
workload-C,2000000,4000000,64,Quorum,Full,302.68,12488.6,12.01,18.64
workload-C,2000000,4250000,64,Quorum,Full,298.1,12718.06,12.25,17.51
workload-C,2000000,4500000,64,Quorum,Full,282.86,13431.09,11.44,18.25
workload-C,2000000,4750000,64,Quorum,Full,290.83,14665.77,11.92,18.74
workload-C,2000000,5000000,64,Quorum,Full,307.12,15755.99,11.8,18.0
workload-C,2000000,250000,160,Quorum,Full,115.42,1955.06,11.85,18.41
workload-C,2000000,500000,160,Quorum,Full,123.49,3843.67,12.21,17.56
workload-C,2000000,750000,160,Quorum,Full,121.14,5402.19,11.82,17.54
workload-C,2000000,1000000,160,Quorum,Full,123.72,7772.89,12.06,17.25
workload-C,2000000,1250000,160,Quorum,Full,119.1,9546.15,12.56,18.12
workload-C,2000000,1500000,160,Quorum,Full,118.23,11774.68,12.5,17.54
workload-C,2000000,1750000,160,Quorum,Full,121.83,13719.84,12.44,18.03
workload-C,2000000,2000000,160,Quorum,Full,119.5,15650.86,11.8,17.77
workload-C,2000000,2250000,160,Quorum,Full,117.87,17700.12,12.12,18.36
workload-C,2000000,2500000,160,Quorum,Full,124.24,18816.41,12.07,18.41
workload-C,2000000,2750000,160,Quorum,Full,122.45,21268.36,11.89,17.41
workload-C,2000000,3000000,160,Quorum,Full,120.04,23853.7,11.42,18.5
workload-C,2000000,3250000,160,Quorum,Full,124.33,25564.09,12.22,18.33
workload-C,2000000,3500000,160,Quorum,Full,119.64,27474.91,12.15,18.58
workload-C,2000000,3750000,160,Quorum,Full,123.06,29061.23,12.4,17.9
workload-C,2000000,4000000,160,Quorum,Full,122.6,29496.66,11.55,18.83
workload-C,2000000,4250000,160,Quorum,Full,117.54,31296.61,11.61,17.89
workload-C,2000000,4500000,160,Quorum,Full,115.08,33309.31,12.24,17.47
workload-C,2000000,4750000,160,Quorum,Full,113.85,34465.38,12.49,17.95
workload-C,2000000,5000000,160,Quorum,Full,120.69,38846.6,12.52,17.99
workload-C,2000000,250000,320,Quorum,Full,58.15,3876.54,11.91,17.49
workload-C,2000000,500000,320,Quorum,Full,61.6,7580.36,12.2,17.75
workload-C,2000000,750000,320,Quorum,Full,59.63,11387.64,11.58,17.87
workload-C,2000000,1000000,320,Quorum,Full,59.65,15210.49,11.81,17.96
workload-C,2000000,1250000,320,Quorum,Full,59.66,18520.78,12.06,18.41
workload-C,2000000,1500000,320,Quorum,Full,58.65,21838.34,12.18,17.88
workload-C,2000000,1750000,320,Quorum,Full,62.08,25667.19,11.7,18.53
workload-C,2000000,2000000,320,Quorum,Full,61.85,29981.96,11.51,18.8
workload-C,2000000,2250000,320,Quorum,Full,57.52,34738.45,12.23,18.2
workload-C,2000000,2500000,320,Quorum,Full,59.45,38995.97,12.44,18.19
workload-C,2000000,2750000,320,Quorum,Full,58.26,40689.18,12.44,18.3
workload-C,2000000,3000000,320,Quorum,Full,59.85,43273.04,11.83,18.64
workload-C,2000000,3250000,320,Quorum,Full,61.14,46909.12,11.68,18.24
workload-C,2000000,3500000,320,Quorum,Full,57.16,53403.96,11.98,18.03
workload-C,2000000,3750000,320,Quorum,Full,59.88,57144.59,12.07,18.17
workload-C,2000000,4000000,320,Quorum,Full,59.32,62086.76,11.86,18.21
workload-C,2000000,4250000,320,Quorum,Full,58.79,64763.99,11.6,18.63
workload-C,2000000,4500000,320,Quorum,Full,58.76,66452.23,12.43,17.74
workload-C,2000000,4750000,320,Quorum,Full,56.58,72232.2,11.49,17.68
workload-C,2000000,5000000,320,Quorum,Full,58.72,79480.2,12.5,17.43
workload-C,2250000,250000,32,Quorum,Full,647.57,341.79,12.61,17.73
workload-C,2250000,500000,32,Quorum,Full,683.33,648.77,11.9,18.15
workload-C,2250000,750000,32,Quorum,Full,691.85,982.96,11.98,18.03
workload-C,2250000,1000000,32,Quorum,Full,635.03,1386.06,12.01,18.08
workload-C,2250000,1250000,32,Quorum,Full,697.74,1729.5,12.16,18.4
workload-C,2250000,1500000,32,Quorum,Full,669.72,2030.3,11.68,18.45
workload-C,2250000,1750000,32,Quorum,Full,690.81,2247.43,11.84,18.98
workload-C,2250000,2000000,32,Quorum,Full,677.56,2734.22,11.86,17.24
workload-C,2250000,2250000,32,Quorum,Full,658.98,3087.13,12.0,18.9
workload-C,2250000,2500000,32,Quorum,Full,696.06,3343.7,12.11,18.08
workload-C,2250000,2750000,32,Quorum,Full,662.51,3750.33,11.72,17.92
workload-C,2250000,3000000,32,Quorum,Full,661.41,3935.88,12.46,18.41
workload-C,2250000,3250000,32,Quorum,Full,662.15,4357.46,12.15,18.59
workload-C,2250000,3500000,32,Quorum,Full,651.31,4885.21,12.01,18.66
workload-C,2250000,3750000,32,Quorum,Full,636.29,5159.72,12.37,18.51
workload-C,2250000,4000000,32,Quorum,Full,688.98,5417.57,12.28,17.74
workload-C,2250000,4250000,32,Quorum,Full,639.28,5481.58,11.66,18.65
workload-C,2250000,4500000,32,Quorum,Full,650.93,6148.36,12.24,17.55
workload-C,2250000,4750000,32,Quorum,Full,665.47,6381.16,12.15,18.53
workload-C,2250000,5000000,32,Quorum,Full,673.21,6929.14,12.37,18.36
workload-C,2250000,250000,64,Quorum,Full,338.92,704.43,12.66,18.12
workload-C,2250000,500000,64,Quorum,Full,341.94,1318.02,12.62,17.71
workload-C,2250000,750000,64,Quorum,Full,332.5,1960.26,12.19,18.31
workload-C,2250000,1000000,64,Quorum,Full,350.55,2562.6,12.18,18.85
workload-C,2250000,1250000,64,Quorum,Full,337.12,3299.08,12.29,18.51
workload-C,2250000,1500000,64,Quorum,Full,344.96,4151.62,12.56,18.59
workload-C,2250000,1750000,64,Quorum,Full,350.34,4581.49,12.56,18.7
workload-C,2250000,2000000,64,Quorum,Full,345.69,5228.73,12.11,18.95
workload-C,2250000,2250000,64,Quorum,Full,335.45,6057.62,11.98,18.35
workload-C,2250000,2500000,64,Quorum,Full,336.68,6965.65,12.07,17.31
workload-C,2250000,2750000,64,Quorum,Full,322.14,7656.86,12.17,18.51
workload-C,2250000,3000000,64,Quorum,Full,346.82,8020.68,12.54,18.94
workload-C,2250000,3250000,64,Quorum,Full,347.37,8928.9,12.62,17.23
workload-C,2250000,3500000,64,Quorum,Full,329.64,9665.41,11.95,18.83
workload-C,2250000,3750000,64,Quorum,Full,335.17,10386.74,12.47,18.58
workload-C,2250000,4000000,64,Quorum,Full,340.78,11297.97,12.62,18.93
workload-C,2250000,4250000,64,Quorum,Full,346.63,11156.22,12.09,18.64
workload-C,2250000,4500000,64,Quorum,Full,335.48,11908.49,11.8,18.32
workload-C,2250000,4750000,64,Quorum,Full,338.53,12176.42,12.43,18.26
workload-C,2250000,5000000,64,Quorum,Full,339.4,13494.04,12.42,17.29
workload-C,2250000,250000,160,Quorum,Full,130.13,1666.98,12.6,18.89
workload-C,2250000,500000,160,Quorum,Full,129.73,3310.83,12.26,18.92
workload-C,2250000,750000,160,Quorum,Full,134.06,4861.55,11.99,18.84
workload-C,2250000,1000000,160,Quorum,Full,128.57,6519.49,11.65,17.53
workload-C,2250000,1250000,160,Quorum,Full,135.74,8051.81,12.39,18.38
workload-C,2250000,1500000,160,Quorum,Full,134.58,10409.9,12.33,18.36
workload-C,2250000,1750000,160,Quorum,Full,131.09,11539.57,12.4,17.33
workload-C,2250000,2000000,160,Quorum,Full,127.21,12815.32,11.93,19.0
workload-C,2250000,2250000,160,Quorum,Full,128.81,15294.84,11.49,18.6
workload-C,2250000,2500000,160,Quorum,Full,138.29,17528.18,12.58,18.24
workload-C,2250000,2750000,160,Quorum,Full,137.45,18513.05,12.58,17.64
workload-C,2250000,3000000,160,Quorum,Full,136.08,19286.19,12.35,17.37
workload-C,2250000,3250000,160,Quorum,Full,137.25,21164.84,11.75,17.43
workload-C,2250000,3500000,160,Quorum,Full,136.86,22955.13,11.89,18.07
workload-C,2250000,3750000,160,Quorum,Full,130.12,25966.25,12.39,18.4
workload-C,2250000,4000000,160,Quorum,Full,132.4,27598.23,11.78,18.71
workload-C,2250000,4250000,160,Quorum,Full,129.17,28492.64,12.37,17.69
workload-C,2250000,4500000,160,Quorum,Full,135.99,31250.77,11.93,17.32
workload-C,2250000,4750000,160,Quorum,Full,130.03,32183.92,12.63,17.27
workload-C,2250000,5000000,160,Quorum,Full,138.47,32284.78,12.21,18.99
workload-C,2250000,250000,320,Quorum,Full,68.68,3364.43,12.45,17.86
workload-C,2250000,500000,320,Quorum,Full,63.7,6747.6,12.34,18.39
workload-C,2250000,750000,320,Quorum,Full,69.99,10487.91,12.42,18.91
workload-C,2250000,1000000,320,Quorum,Full,66.61,13327.79,11.75,18.18
workload-C,2250000,1250000,320,Quorum,Full,66.82,16860.27,11.54,17.76
workload-C,2250000,1500000,320,Quorum,Full,66.86,20975.46,12.46,18.56
workload-C,2250000,1750000,320,Quorum,Full,63.91,24438.14,12.39,17.84
workload-C,2250000,2000000,320,Quorum,Full,68.26,26493.98,12.37,17.2
workload-C,2250000,2250000,320,Quorum,Full,68.71,30340.53,12.22,17.85
workload-C,2250000,2500000,320,Quorum,Full,65.45,34345.57,12.29,18.37
workload-C,2250000,2750000,320,Quorum,Full,66.16,36286.94,12.66,17.79
workload-C,2250000,3000000,320,Quorum,Full,68.2,40967.47,11.81,19.0
workload-C,2250000,3250000,320,Quorum,Full,69.57,41956.97,12.27,18.0
workload-C,2250000,3500000,320,Quorum,Full,64.26,47181.57,11.57,18.27
workload-C,2250000,3750000,320,Quorum,Full,65.38,48066.25,12.65,18.26
workload-C,2250000,4000000,320,Quorum,Full,67.45,52378.84,11.8,18.78
workload-C,2250000,4250000,320,Quorum,Full,68.88,57419.73,11.85,17.88
workload-C,2250000,4500000,320,Quorum,Full,69.7,63417.21,11.77,17.41
workload-C,2250000,4750000,320,Quorum,Full,68.15,62420.6,11.94,18.74
workload-C,2250000,5000000,320,Quorum,Full,68.02,68697.67,11.65,18.63
workload-C,2500000,250000,32,Quorum,Full,774.85,294.02,12.37,18.47
workload-C,2500000,500000,32,Quorum,Full,762.65,582.42,12.54,17.87
workload-C,2500000,750000,32,Quorum,Full,705.4,932.84,11.88,17.67
workload-C,2500000,1000000,32,Quorum,Full,775.59,1162.3,12.75,19.01
workload-C,2500000,1250000,32,Quorum,Full,763.08,1531.76,11.55,19.03
workload-C,2500000,1500000,32,Quorum,Full,760.83,1908.3,11.98,18.16
workload-C,2500000,1750000,32,Quorum,Full,730.67,2142.42,11.89,18.39
workload-C,2500000,2000000,32,Quorum,Full,742.34,2452.92,12.09,17.35
workload-C,2500000,2250000,32,Quorum,Full,723.93,2630.81,12.65,18.39
workload-C,2500000,2500000,32,Quorum,Full,706.88,2956.72,12.66,17.93
workload-C,2500000,2750000,32,Quorum,Full,770.91,3493.33,12.11,18.51
workload-C,2500000,3000000,32,Quorum,Full,743.13,3664.19,12.61,17.44
workload-C,2500000,3250000,32,Quorum,Full,734.86,3895.61,11.76,19.04
workload-C,2500000,3500000,32,Quorum,Full,775.67,4431.87,12.45,18.03
workload-C,2500000,3750000,32,Quorum,Full,766.68,4609.88,11.78,17.62
workload-C,2500000,4000000,32,Quorum,Full,714.96,4698.61,12.19,17.92
workload-C,2500000,4250000,32,Quorum,Full,754.58,5036.84,12.61,19.02
workload-C,2500000,4500000,32,Quorum,Full,718.13,5377.85,12.08,18.59
workload-C,2500000,4750000,32,Quorum,Full,743.17,5810.02,12.45,18.07
workload-C,2500000,5000000,32,Quorum,Full,749.75,6260.01,12.23,18.03
workload-C,2500000,250000,64,Quorum,Full,354.87,585.49,11.71,18.02
workload-C,2500000,500000,64,Quorum,Full,385.17,1157.08,12.51,17.94
workload-C,2500000,750000,64,Quorum,Full,366.11,1788.22,11.81,18.02
workload-C,2500000,1000000,64,Quorum,Full,376.28,2375.77,12.44,17.45
workload-C,2500000,1250000,64,Quorum,Full,385.59,2900.03,12.62,18.87
workload-C,2500000,1500000,64,Quorum,Full,360.68,3524.8,12.14,17.52
workload-C,2500000,1750000,64,Quorum,Full,383.3,4298.14,12.38,19.02
workload-C,2500000,2000000,64,Quorum,Full,364.33,4841.83,11.82,18.32
workload-C,2500000,2250000,64,Quorum,Full,381.0,5268.68,12.43,18.77
workload-C,2500000,2500000,64,Quorum,Full,374.81,6224.53,11.84,18.16
workload-C,2500000,2750000,64,Quorum,Full,375.75,6717.53,12.42,17.93
workload-C,2500000,3000000,64,Quorum,Full,388.6,7494.71,12.72,17.42
workload-C,2500000,3250000,64,Quorum,Full,373.53,7989.49,12.51,19.12
workload-C,2500000,3500000,64,Quorum,Full,362.5,8792.0,12.34,18.28
workload-C,2500000,3750000,64,Quorum,Full,389.09,9430.99,11.59,18.65
workload-C,2500000,4000000,64,Quorum,Full,360.81,9955.58,12.05,17.5
workload-C,2500000,4250000,64,Quorum,Full,361.76,10728.7,12.41,17.37
workload-C,2500000,4500000,64,Quorum,Full,376.47,11382.06,12.6,18.52
workload-C,2500000,4750000,64,Quorum,Full,380.49,11479.95,12.22,17.84
workload-C,2500000,5000000,64,Quorum,Full,389.05,11735.35,12.5,17.91
workload-C,2500000,250000,160,Quorum,Full,149.18,1564.05,11.94,18.62
workload-C,2500000,500000,160,Quorum,Full,141.63,3123.36,12.49,17.47
workload-C,2500000,750000,160,Quorum,Full,146.37,4678.06,11.57,18.77
workload-C,2500000,1000000,160,Quorum,Full,146.63,5902.01,11.91,19.05
workload-C,2500000,1250000,160,Quorum,Full,154.34,7557.16,12.13,17.83
workload-C,2500000,1500000,160,Quorum,Full,153.24,9321.93,12.03,18.67
workload-C,2500000,1750000,160,Quorum,Full,143.07,10410.76,12.46,18.1
workload-C,2500000,2000000,160,Quorum,Full,144.33,11540.63,12.66,18.82
workload-C,2500000,2250000,160,Quorum,Full,146.25,13759.89,11.96,18.06
workload-C,2500000,2500000,160,Quorum,Full,153.95,15619.25,11.78,18.84
workload-C,2500000,2750000,160,Quorum,Full,146.83,16496.32,12.0,17.34
workload-C,2500000,3000000,160,Quorum,Full,145.2,18788.32,11.95,18.22
workload-C,2500000,3250000,160,Quorum,Full,151.78,18768.98,11.81,18.2
workload-C,2500000,3500000,160,Quorum,Full,141.16,20833.99,12.36,17.51
workload-C,2500000,3750000,160,Quorum,Full,142.32,23658.82,12.2,18.77
workload-C,2500000,4000000,160,Quorum,Full,151.58,23607.54,12.14,18.62
workload-C,2500000,4250000,160,Quorum,Full,152.68,24837.03,11.7,18.93
workload-C,2500000,4500000,160,Quorum,Full,146.31,27809.32,12.18,19.07
workload-C,2500000,4750000,160,Quorum,Full,152.16,29093.9,12.29,17.94
workload-C,2500000,5000000,160,Quorum,Full,150.86,31139.28,12.23,18.42
workload-C,2500000,250000,320,Quorum,Full,73.59,3068.77,11.85,19.1
workload-C,2500000,500000,320,Quorum,Full,75.03,6205.41,12.74,18.17
workload-C,2500000,750000,320,Quorum,Full,76.8,8856.35,11.64,18.55
workload-C,2500000,1000000,320,Quorum,Full,74.61,12665.41,12.51,18.21
workload-C,2500000,1250000,320,Quorum,Full,74.22,14948.43,11.92,18.3
workload-C,2500000,1500000,320,Quorum,Full,70.97,17920.34,12.57,18.18
workload-C,2500000,1750000,320,Quorum,Full,74.16,20716.75,11.74,17.34
workload-C,2500000,2000000,320,Quorum,Full,76.3,24486.79,11.95,18.51
workload-C,2500000,2250000,320,Quorum,Full,75.8,26649.01,11.73,18.6
workload-C,2500000,2500000,320,Quorum,Full,76.5,30818.24,11.97,18.6
workload-C,2500000,2750000,320,Quorum,Full,73.27,31809.98,12.0,18.32
workload-C,2500000,3000000,320,Quorum,Full,73.72,37656.28,12.7,18.57
workload-C,2500000,3250000,320,Quorum,Full,77.13,41057.49,12.73,18.48
workload-C,2500000,3500000,320,Quorum,Full,73.8,41890.27,11.71,18.67
workload-C,2500000,3750000,320,Quorum,Full,77.39,45530.99,12.05,18.55
workload-C,2500000,4000000,320,Quorum,Full,77.2,47424.66,12.45,18.57
workload-C,2500000,4250000,320,Quorum,Full,73.31,52131.2,12.09,18.21
workload-C,2500000,4500000,320,Quorum,Full,77.36,56031.14,12.07,17.94
workload-C,2500000,4750000,320,Quorum,Full,77.22,57873.61,11.98,17.71
workload-C,2500000,5000000,320,Quorum,Full,71.07,63200.11,12.5,17.63
workload-C,2750000,250000,32,Quorum,Full,830.13,283.1,12.19,17.79
workload-C,2750000,500000,32,Quorum,Full,782.78,546.09,12.03,18.98
workload-C,2750000,750000,32,Quorum,Full,788.3,791.96,11.81,17.66
workload-C,2750000,1000000,32,Quorum,Full,846.79,1049.62,12.12,17.97
workload-C,2750000,1250000,32,Quorum,Full,804.05,1366.24,12.08,18.65
workload-C,2750000,1500000,32,Quorum,Full,852.14,1616.53,12.29,18.03
workload-C,2750000,1750000,32,Quorum,Full,779.53,2010.1,12.3,18.67
workload-C,2750000,2000000,32,Quorum,Full,808.86,2113.91,12.17,18.07
workload-C,2750000,2250000,32,Quorum,Full,812.15,2441.02,12.42,18.66
workload-C,2750000,2500000,32,Quorum,Full,792.27,2672.53,12.81,18.31
workload-C,2750000,2750000,32,Quorum,Full,837.43,3119.77,12.58,17.97
workload-C,2750000,3000000,32,Quorum,Full,854.03,3255.62,12.46,17.74
workload-C,2750000,3250000,32,Quorum,Full,802.31,3717.09,11.7,17.8
workload-C,2750000,3500000,32,Quorum,Full,803.11,3841.97,11.73,17.97
workload-C,2750000,3750000,32,Quorum,Full,785.33,3973.84,12.05,17.5
workload-C,2750000,4000000,32,Quorum,Full,807.51,4569.25,12.64,18.22
workload-C,2750000,4250000,32,Quorum,Full,780.26,4452.58,12.68,18.04
workload-C,2750000,4500000,32,Quorum,Full,801.67,4798.53,12.4,17.72
workload-C,2750000,4750000,32,Quorum,Full,857.17,5282.78,11.68,18.4
workload-C,2750000,5000000,32,Quorum,Full,841.54,5565.55,11.64,19.03
workload-C,2750000,250000,64,Quorum,Full,407.88,540.82,12.33,19.03
workload-C,2750000,500000,64,Quorum,Full,419.56,1068.62,11.94,18.8
workload-C,2750000,750000,64,Quorum,Full,389.92,1701.13,12.72,18.31
workload-C,2750000,1000000,64,Quorum,Full,415.79,2273.8,12.47,18.71
workload-C,2750000,1250000,64,Quorum,Full,400.13,2669.89,11.97,17.68
workload-C,2750000,1500000,64,Quorum,Full,403.49,3268.91,12.43,18.7
workload-C,2750000,1750000,64,Quorum,Full,407.11,3818.57,12.18,19.06
workload-C,2750000,2000000,64,Quorum,Full,417.89,4568.96,12.71,17.53
workload-C,2750000,2250000,64,Quorum,Full,425.19,5077.97,12.15,17.89
workload-C,2750000,2500000,64,Quorum,Full,421.25,5383.55,12.78,17.55
workload-C,2750000,2750000,64,Quorum,Full,424.71,5791.78,11.99,18.02
workload-C,2750000,3000000,64,Quorum,Full,425.61,6402.59,11.9,18.88
workload-C,2750000,3250000,64,Quorum,Full,401.49,6994.68,12.62,18.86
workload-C,2750000,3500000,64,Quorum,Full,395.76,7930.22,12.27,17.67
workload-C,2750000,3750000,64,Quorum,Full,424.8,8446.17,12.27,19.05
workload-C,2750000,4000000,64,Quorum,Full,427.17,8638.7,12.41,17.6
workload-C,2750000,4250000,64,Quorum,Full,426.97,9723.08,11.71,18.35
workload-C,2750000,4500000,64,Quorum,Full,424.64,10054.86,11.73,18.81
workload-C,2750000,4750000,64,Quorum,Full,423.2,10063.52,12.28,18.85
workload-C,2750000,5000000,64,Quorum,Full,409.05,10917.7,12.35,19.15
workload-C,2750000,250000,160,Quorum,Full,157.2,1361.13,11.81,17.52
workload-C,2750000,500000,160,Quorum,Full,155.31,2624.17,12.67,17.73
workload-C,2750000,750000,160,Quorum,Full,162.36,4126.86,12.83,17.69
workload-C,2750000,1000000,160,Quorum,Full,160.07,5246.37,12.43,17.85
workload-C,2750000,1250000,160,Quorum,Full,169.51,6789.45,12.11,18.04
workload-C,2750000,1500000,160,Quorum,Full,164.34,8189.41,12.37,18.21
workload-C,2750000,1750000,160,Quorum,Full,163.89,9186.84,12.77,19.16
workload-C,2750000,2000000,160,Quorum,Full,162.21,11550.85,11.98,17.75
workload-C,2750000,2250000,160,Quorum,Full,163.27,12945.61,11.9,17.98
workload-C,2750000,2500000,160,Quorum,Full,169.73,13480.05,12.73,17.67
workload-C,2750000,2750000,160,Quorum,Full,164.47,15455.66,12.05,17.83
workload-C,2750000,3000000,160,Quorum,Full,169.88,16245.64,12.37,17.81
workload-C,2750000,3250000,160,Quorum,Full,163.45,18419.98,11.67,18.65
workload-C,2750000,3500000,160,Quorum,Full,160.0,18845.37,12.37,18.41
workload-C,2750000,3750000,160,Quorum,Full,155.2,21107.58,11.99,18.64
workload-C,2750000,4000000,160,Quorum,Full,156.45,22312.06,11.75,17.59
workload-C,2750000,4250000,160,Quorum,Full,156.57,24222.43,11.76,18.74
workload-C,2750000,4500000,160,Quorum,Full,167.51,24731.85,11.9,18.49
workload-C,2750000,4750000,160,Quorum,Full,166.11,25909.83,11.68,17.87
workload-C,2750000,5000000,160,Quorum,Full,158.94,27091.96,11.63,18.22
workload-C,2750000,250000,320,Quorum,Full,81.46,2707.97,11.96,18.4
